
Vinci;Vinci Compass adquire 70% das participações no Aeroporto do Galeão - Passageiro de Primeira;RIOgaleão tem novo controlador: Vinci Compass assume 70% da concessionária, e mudança pode impactar infraestrutura e serviços;https://passageirodeprimeira.com/vinci-compass-adquire-70-das-participacoes-no-aeroporto-do-galeao/;S;
Xp Investimentos;"XP Malls anuncia venda bilionária de participações em shoppings; IFIX fecha agosto em alta – Money Times";"XP Malls anuncia venda de nove shoppings por R$ 1,6 bilhão; IFIX fecha agosto em alta de 1,16%, acumulando avanço de 11,55% em 2025.";https://www.moneytimes.com.br/xp-malls-anuncia-venda-bilionaria-de-shoppings-ifix-fecha-agosto-em-alta-igdl/;S;
Tivio;"Brasil não deve sustentar juro alto por muito tempo; é hora de aproveitar, diz Tivio";Com a Selic a 15% ao ano, investidores encontram boas oportunidades em renda fixa e fundos imobiliários, avalia Adriano Mantesso, head de Real Estate da Tivio Capital;https://www.infomoney.com.br/advisor/e-pouco-provavel-que-o-brasil-aguente-juro-tao-alto-por-muito-tempo-alerta-tivio/;N;
